qseqid sseqid intron_length intron_position_on_target supercontig_length
VV07G03650_WIL1_transcript_4052-williamsianum_cds CM030788.1 85 1542 7178
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030789.1 9048636 2259 9048870
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 1069 591 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 419 761 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 1572 879 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 71 980 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 408 1078 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 1637 1191 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 91 1270 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 130 1338 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 1058 1412 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 95 1485 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 132 1571 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 431 1697 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 813 1777 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 80 1838 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 113 1873 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 89 1993 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 98 2083 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 808 2144 11512
VV07G06180_DEL1_transcript_18684-delavayi_cds CM030795.1 92 2259 11512
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030789.1 874 249 1428
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 315 2853 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 186 2671 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 530 2574 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 1351 2508 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 187 2427 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 1218 2361 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 330 2289 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 83 2168 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 239 1888 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 -153 1655 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 -1088 1607 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 -105 1559 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 -8 1704 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 -56 1704 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 2437 568 9804
VV07G08140_DEL1_transcript_1902-delavayi_cds CM030800.1 869 249 9804
VV07G10730_DEL1_transcript_6255-delavayi_cds CM030788.1 692 1679 2615
VV07G12390_WIL1_transcript_7323-williamsianum_cds CM030800.1 349 1444 3425
VV07G12390_WIL1_transcript_7323-williamsianum_cds CM030800.1 132 1522 3425
VV07G12390_WIL1_transcript_7323-williamsianum_cds CM030800.1 423 1603 3425
VV07G12390_WIL1_transcript_7323-williamsianum_cds CM030800.1 262 2244 3425
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 -6 1832 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 63 1733 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 486 1074 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 -3 362 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 24119 2247 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 668 1915 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 77 1748 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 473 1074 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 139254 2247 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 552 1915 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 110 1748 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 457 1074 172353
VV08G00090_SIM1_transcript_12497-simsii_cds CM030792.1 -19 704 172353
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 1310 615 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 4096 797 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 417 888 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 2214 1004 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 388 1070 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 3285 1263 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 1076 1337 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 1257 1444 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 637 1551 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 365 1618 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 904 1697 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 99 1833 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 924 1875 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 740 138 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 -130 1992 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 10 198 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 2960 483 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 2378 615 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 838 748 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 2147 797 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 291 888 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 664 1004 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 425 1070 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 1186 1102 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 69 1165 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 4277 1263 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 1242 1337 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 1020 1444 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 721 1558 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 338 1584 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 37 1618 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 716 1697 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 169 1833 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 931 1875 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 657 1992 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 -119 143 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030790.1 12105173 1819 12147663
VV08G01030_SIM1_transcript_5930-simsii_cds CM030791.1 15083524 1819 15083642
VV08G01030_SIM1_transcript_5930-simsii_cds CM030796.1 18269707 1819 18269825
VV08G03580_SIM1_transcript_9086-simsii_cds CM030791.1 748 1533 9033
VV08G03580_SIM1_transcript_9086-simsii_cds CM030791.1 412 1655 9033
VV08G03580_SIM1_transcript_9086-simsii_cds CM030791.1 662 2008 9033
VV08G03580_SIM1_transcript_9086-simsii_cds CM030791.1 58 2047 9033
VV08G03580_SIM1_transcript_9086-simsii_cds CM030791.1 3011 2259 9033
VV08G03580_SIM1_transcript_9086-simsii_cds CM030791.1 1134 3063 9033
VV08G03580_SIM1_transcript_9086-simsii_cds CM030800.1 58 2008 2704
VV08G03580_SIM1_transcript_9086-simsii_cds CM030800.1 117 1718 2704
VV08G03580_SIM1_transcript_9086-simsii_cds CM030800.1 479 1654 2704
VV08G03580_SIM1_transcript_9086-simsii_cds CM030800.1 381 1533 2704
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030788.1 135 898 2075
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030788.1 149 1018 2075
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030788.1 135 1647 2075
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030792.1 129 898 51465061
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030792.1 149 1018 51465061
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030792.1 135 1647 51465061
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030792.1 51460931 640 51465061
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030792.1 129 898 51465061
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030792.1 145 1018 51465061
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030792.1 135 1647 51465061
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030793.1 135 1018 2069
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030793.1 152 898 2069
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030793.1 129 640 2069
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030795.1 129 898 2069
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030795.1 149 1018 2069
VV08G05840_DEL1_transcript_11482-delavayi_cds CM030795.1 135 1647 2069
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 574 246 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 90 315 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 167 406 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 111 491 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 253 654 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 2485 872 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 622 935 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 980 987 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 335 1357 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 325 1565 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 137 1667 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 1392 1815 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 296 1949 10277
VV08G07770_SIM1_transcript_8951-simsii_cds CM030791.1 482 2124 10277
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 8502 4595 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1077 4496 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 95 4398 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 105 4338 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 79 4214 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1709 4033 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 132 3897 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 193 3825 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 128 3690 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 107 3616 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 298 3486 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 79 3376 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 336 3096 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 233 2973 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 711 2915 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 96 2815 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 116 2741 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1546 2589 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 164 2506 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1656 2393 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 75 2315 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 835 2185 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 2163 2061 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 958 1971 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1266 1913 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 92 1837 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 104 1739 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 170 1671 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 511 1588 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 98 1404 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 71 1312 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 4722 1236 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 2840 1147 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 139 1043 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1263 938 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 173 791 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 85 709 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1069 628 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1048 543 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 98 481 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1194 390 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1491 319 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 88 186 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 501 131 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 81 40 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 2547 186 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 90 319 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 6709 709 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 82 791 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 175 938 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1266 1043 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 3069940 2589 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 1512 2733 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 122 2815 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 96 2915 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 2910201 1971 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 5925 1837 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 105 1739 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 170 1671 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 512 1588 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 6715 1509 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 95 1404 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 71 1312 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 8694781 1588 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 514 1671 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 165 1739 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 100 1837 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 6072 1971 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 909 2061 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 3370 2185 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 34149 2315 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030790.1 75 2393 14792635
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030792.1 165 1739 10172
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030792.1 100 1837 10172
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030792.1 1253 1971 10172
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030792.1 8235 2061 10172
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030793.1 71 1378 20629340
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030793.1 127 1671 20629340
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030793.1 123 1671 20629340
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030793.1 2727 2061 20629340
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030793.1 20625606 5052 20629340
VV08G10800_DEL1_transcript_5350-delavayi_cds CM030795.1 1080 628 1246
VV08G11170_SIM1_transcript_6192-simsii_cds CM030790.1 86 1496 4721
VV08G11170_SIM1_transcript_6192-simsii_cds CM030790.1 112 1360 4721
VV08G11170_SIM1_transcript_6192-simsii_cds CM030790.1 997 1262 4721
VV08G11170_SIM1_transcript_6192-simsii_cds CM030790.1 75 986 4721
VV08G11170_SIM1_transcript_6192-simsii_cds CM030790.1 93 933 4721
VV08G11170_SIM1_transcript_6192-simsii_cds CM030790.1 86 796 4721
VV08G11170_SIM1_transcript_6192-simsii_cds CM030790.1 326 693 4721
VV08G11170_SIM1_transcript_6192-simsii_cds CM030790.1 773 632 4721
VV08G11170_SIM1_transcript_6192-simsii_cds CM030790.1 267 432 4721
VV08G11170_SIM1_transcript_6192-simsii_cds CM030790.1 348 175 4721
VV08G13180_DEL1_transcript_30514-delavayi_cds CM030789.1 1234953 113 1235068
VV08G13180_DEL1_transcript_30514-delavayi_cds CM030792.1 70 1539 2616
VV08G13180_DEL1_transcript_30514-delavayi_cds CM030792.1 860 113 2616
VV09G01630_DEL1_transcript_3569-delavayi_cds CM030795.1 113 648 7986
VV09G01630_DEL1_transcript_3569-delavayi_cds CM030795.1 362 945 7986
VV09G01630_DEL1_transcript_3569-delavayi_cds CM030795.1 164 1113 7986
VV09G01630_DEL1_transcript_3569-delavayi_cds CM030795.1 1141 1257 7986
VV09G01630_DEL1_transcript_3569-delavayi_cds CM030795.1 335 1381 7986
VV09G01630_DEL1_transcript_3569-delavayi_cds CM030795.1 189 1564 7986
VV09G01630_DEL1_transcript_3569-delavayi_cds CM030795.1 486 1713 7986
VV09G01630_DEL1_transcript_3569-delavayi_cds CM030795.1 1726 1897 7986
VV09G01630_DEL1_transcript_3569-delavayi_cds CM030795.1 1102 2337 7986
VV09G04080_SIM1_transcript_19747-simsii_cds CM030795.1 255 2230 4358
VV09G04080_SIM1_transcript_19747-simsii_cds CM030795.1 284 2060 4358
VV09G04080_SIM1_transcript_19747-simsii_cds CM030795.1 432 1955 4358
VV09G04080_SIM1_transcript_19747-simsii_cds CM030795.1 1172 755 4358
VV09G04240_WIL1_transcript_224-williamsianum_cds CM030795.1 437 1850 6828
VV09G04240_WIL1_transcript_224-williamsianum_cds CM030795.1 176 1740 6828
VV09G04240_WIL1_transcript_224-williamsianum_cds CM030795.1 85 1589 6828
VV09G04240_WIL1_transcript_224-williamsianum_cds CM030795.1 85 1488 6828
VV09G04240_WIL1_transcript_224-williamsianum_cds CM030795.1 637 1338 6828
VV09G04240_WIL1_transcript_224-williamsianum_cds CM030795.1 83 1197 6828
VV09G04240_WIL1_transcript_224-williamsianum_cds CM030795.1 95 1108 6828
VV09G04240_WIL1_transcript_224-williamsianum_cds CM030795.1 683 961 6828
VV09G04240_WIL1_transcript_224-williamsianum_cds CM030795.1 689 676 6828
VV09G04240_WIL1_transcript_224-williamsianum_cds CM030795.1 1816 592 6828
VV09G05090_WIL1_transcript_261-williamsianum_cds CM030788.1 4394134 135 4394278
VV09G05090_WIL1_transcript_261-williamsianum_cds CM030794.1 31848801 131 31849003
VV09G05090_WIL1_transcript_261-williamsianum_cds CM030795.1 380 2764 4823
VV09G05090_WIL1_transcript_261-williamsianum_cds CM030795.1 255 2195 4823
VV09G05090_WIL1_transcript_261-williamsianum_cds CM030795.1 70 1974 4823
VV09G05090_WIL1_transcript_261-williamsianum_cds CM030795.1 50 1705 4823
VV09G05090_WIL1_transcript_261-williamsianum_cds CM030795.1 221 1383 4823
VV09G05090_WIL1_transcript_261-williamsianum_cds CM030795.1 522 1010 4823
VV09G05090_WIL1_transcript_261-williamsianum_cds CM030795.1 79 739 4823
VV09G05090_WIL1_transcript_261-williamsianum_cds CM030795.1 217 134 4823
VV09G07180_WIL1_transcript_14568-williamsianum_cds CM030799.1 1041 1477 12176
VV09G07180_WIL1_transcript_14568-williamsianum_cds CM030799.1 395 1378 12176
VV09G07180_WIL1_transcript_14568-williamsianum_cds CM030799.1 108 1286 12176
VV09G07180_WIL1_transcript_14568-williamsianum_cds CM030799.1 551 1099 12176
VV09G07180_WIL1_transcript_14568-williamsianum_cds CM030799.1 943 954 12176
VV09G07180_WIL1_transcript_14568-williamsianum_cds CM030799.1 3430 779 12176
VV09G07180_WIL1_transcript_14568-williamsianum_cds CM030799.1 1192 581 12176
VV09G07180_WIL1_transcript_14568-williamsianum_cds CM030799.1 458 459 12176
VV09G07180_WIL1_transcript_14568-williamsianum_cds CM030799.1 891 362 12176
VV09G07180_WIL1_transcript_14568-williamsianum_cds CM030799.1 1660 294 12176
VV09G08710_SIM1_transcript_15886-simsii_cds CM030788.1 554 195 40523045
VV09G08710_SIM1_transcript_15886-simsii_cds CM030788.1 376 275 40523045
VV09G08710_SIM1_transcript_15886-simsii_cds CM030788.1 76 1005 40523045
VV09G08710_SIM1_transcript_15886-simsii_cds CM030788.1 40519018 61 40523045
VV09G08710_SIM1_transcript_15886-simsii_cds CM030788.1 554 195 40523045
VV09G08710_SIM1_transcript_15886-simsii_cds CM030788.1 535 1005 40523045
VV09G08710_SIM1_transcript_15886-simsii_cds CM030789.1 40898351 3099 40901374
VV09G08710_SIM1_transcript_15886-simsii_cds CM030792.1 554 195 2009
VV09G08710_SIM1_transcript_15886-simsii_cds CM030792.1 373 275 2009
VV09G08710_SIM1_transcript_15886-simsii_cds CM030792.1 76 1005 2009
VV09G08710_SIM1_transcript_15886-simsii_cds CM030793.1 76 275 2012
VV09G08710_SIM1_transcript_15886-simsii_cds CM030793.1 376 195 2012
VV09G08710_SIM1_transcript_15886-simsii_cds CM030793.1 553 61 2012
VV09G08710_SIM1_transcript_15886-simsii_cds CM030794.1 8158 61 7266655
VV09G08710_SIM1_transcript_15886-simsii_cds CM030794.1 7253644 3099 7266655
VV09G08710_SIM1_transcript_15886-simsii_cds CM030794.1 76 275 7266655
VV09G08710_SIM1_transcript_15886-simsii_cds CM030794.1 375 195 7266655
VV09G08710_SIM1_transcript_15886-simsii_cds CM030794.1 576 61 7266655
VV09G08710_SIM1_transcript_15886-simsii_cds CM030795.1 552 195 2011
VV09G08710_SIM1_transcript_15886-simsii_cds CM030795.1 376 275 2011
VV09G08710_SIM1_transcript_15886-simsii_cds CM030795.1 76 1003 2011
VV09G08710_SIM1_transcript_15886-simsii_cds CM030798.1 20517 1005 22809
VV09G08710_SIM1_transcript_15886-simsii_cds CM030798.1 535 195 22809
VV09G08710_SIM1_transcript_15886-simsii_cds CM030798.1 553 61 22809
VV10G00200_DEL1_transcript_28820-delavayi_cds CM030797.1 18543150 1605 18545972
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030790.1 596 996 825
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030795.1 11987082 785 11987507
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030798.1 2940 996 8642
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030798.1 572 785 8642
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030798.1 198 623 8642
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030798.1 3841 370 8642
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030800.1 3543 1602 11815
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030800.1 800 1495 11815
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030800.1 228 1391 11815
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030800.1 978 1184 11815
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030800.1 787 996 11815
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030800.1 396 819 11815
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030800.1 124 785 11815
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030800.1 198 623 11815
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030800.1 2379 370 11815
VV10G04690_WIL1_transcript_6685-williamsianum_cds CM030800.1 515 132 11815
VV10G04810_SIM1_transcript_29281-simsii_cds CM030800.1 604 1549 27273
VV10G04810_SIM1_transcript_29281-simsii_cds CM030800.1 111 1401 27273
VV10G04810_SIM1_transcript_29281-simsii_cds CM030800.1 432 1324 27273
VV10G04810_SIM1_transcript_29281-simsii_cds CM030800.1 1063 1257 27273
VV10G04810_SIM1_transcript_29281-simsii_cds CM030800.1 1253 1138 27273
VV10G04810_SIM1_transcript_29281-simsii_cds CM030800.1 5069 881 27273
VV10G04810_SIM1_transcript_29281-simsii_cds CM030800.1 4769 764 27273
VV10G04810_SIM1_transcript_29281-simsii_cds CM030800.1 0 209 27273
VV10G04810_SIM1_transcript_29281-simsii_cds CM030800.1 12357 45 27273
VV11G04690_SIM1_transcript_10838-simsii_cds CM030792.1 955 787 5392
VV11G04690_SIM1_transcript_10838-simsii_cds CM030792.1 1128 913 5392
VV11G04690_SIM1_transcript_10838-simsii_cds CM030792.1 650 1139 5392
VV11G04690_SIM1_transcript_10838-simsii_cds CM030792.1 106 1267 5392
VV11G04690_SIM1_transcript_10838-simsii_cds CM030792.1 85 2457 5392
VV11G05620_DEL1_transcript_11534-delavayi_cds CM030788.1 622 1478 17545722
VV11G05620_DEL1_transcript_11534-delavayi_cds CM030788.1 499 1387 17545722
VV11G05620_DEL1_transcript_11534-delavayi_cds CM030788.1 1147 1165 17545722
VV11G05620_DEL1_transcript_11534-delavayi_cds CM030788.1 539 597 17545722
VV11G05620_DEL1_transcript_11534-delavayi_cds CM030788.1 2382572 1165 17545722
VV11G05620_DEL1_transcript_11534-delavayi_cds CM030788.1 15157597 264 17545722
VV11G05620_DEL1_transcript_11534-delavayi_cds CM030795.1 744 1165 9426655
VV11G05620_DEL1_transcript_11534-delavayi_cds CM030795.1 9425110 1165 9426655
VV11G05620_DEL1_transcript_11534-delavayi_cds CM030795.1 2 860 9426655
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 881 1340 249404
VV11G07800_DEL1_transcript_28743-delavayi_cds CM030788.1 544 1260 249404
